employee_id,employee_name,department_id,job_title,hire_date,employment_level,location,employment_type
321,Ishaan Singh,10,BI Analyst,2024-06-30,Mid,Chennai,Full-Time
322,Tanvi More,5,Cloud Engineer,2020-10-03,Senior,Delhi NCR,Full-Time
323,Nikhil Kulkarni,10,Reporting Analyst,2025-03-13,Junior,Bengaluru,Full-Time
324,Rahul Yadav,7,Sales Executive,2023-06-24,Mid,Pune,Full-Time
325,Aarav Iyer,10,BI Analyst,2025-06-30,Junior,Hyderabad,Full-Time
326,Nikhil Verma,7,Sales Executive,2018-02-07,Mid,Remote,Full-Time
327,Aarav Sharma,1,People Operations Specialist,2023-12-20,Mid,Delhi NCR,Full-Time
328,Chetan Nair,6,Operations Analyst,2025-10-29,Junior,Bengaluru,Full-Time
329,Kavya Gupta,3,Finance Executive,2023-11-27,Mid,Mumbai,Full-Time
330,Yash Deshmukh,10,Reporting Analyst,2023-02-24,Mid,Mumbai,Full-Time
331,Pooja Patil,1,HR Executive,2022-04-03,Mid,Bengaluru,Full-Time
332,Karan Mishra,5,Software Engineer,2022-11-13,Mid,Pune,Full-Time
333,Pooja Gupta,3,Financial Analyst,2025-10-06,Mid,Mumbai,Full-Time
334,Chetan Jadhav,9,Research Coordinator,2024-04-27,Mid,Pune,Full-Time
335,Meera Jadhav,6,Operations Analyst,2026-06-09,Mid,Delhi NCR,Full-Time
336,Kunal More,6,Supply Chain Analyst,2024-05-10,Senior,Chennai,Full-Time
337,Yash Thakur,8,Support Analyst,2019-07-28,Senior,Chennai,Full-Time
338,Karan Kapoor,1,HR Coordinator,2020-08-08,Lead,Nagpur,Full-Time
339,Neha Pawar,1,People Operations Specialist,2021-01-24,Senior,Chennai,Contract
340,Sakshi More,10,Analytics Consultant,2022-11-04,Mid,Mumbai,Contract
341,Ananya Gupta,4,Content Strategist,2020-10-06,Senior,Nagpur,Full-Time
342,Ananya Sharma,7,Sales Analyst,2021-07-21,Mid,Remote,Full-Time
343,Chetan Iyer,8,Team Lead - Support,2019-02-23,Mid,Nagpur,Full-Time
344,Sameer Kapoor,1,People Operations Specialist,2021-12-20,Mid,Nagpur,Full-Time
345,Mihir Mane,4,Digital Marketing Executive,2022-05-08,Mid,Bengaluru,Full-Time
346,Pranav Singh,2,Training Analyst,2021-01-06,Senior,Bengaluru,Full-Time
347,Aman Verma,4,Brand Analyst,2021-05-12,Senior,Hyderabad,Full-Time
348,Arjun Rao,6,Quality Analyst,2020-03-11,Senior,Nagpur,Full-Time
349,Karan Jain,9,Insights Analyst,2022-04-06,Senior,Nagpur,Contract
350,Yash Joshi,2,Instructional Designer,2021-08-06,Mid,Chennai,Full-Time
351,Yash Yadav,10,Analytics Consultant,2021-07-31,Mid,Hyderabad,Full-Time
352,Rohan Joshi,5,Systems Analyst,2022-05-29,Mid,Pune,Full-Time
353,Ishaan Bajaj,10,Senior Data Analyst,2020-05-08,Senior,Mumbai,Full-Time
354,Gaurav Gupta,7,Regional Sales Manager,2019-07-25,Senior,Bengaluru,Full-Time
355,Sameer Pawar,8,Customer Experience Analyst,2018-10-30,Senior,Nagpur,Contract
356,Aditya Saxena,6,Quality Analyst,2025-10-04,Junior,Mumbai,Full-Time
357,Bhavna Yadav,8,Customer Support Executive,2025-05-17,Junior,Nagpur,Full-Time
358,Aniket Gupta,10,BI Analyst,2022-10-30,Junior,Hyderabad,Full-Time
359,Sakshi Naik,5,Systems Analyst,2023-03-12,Mid,Chennai,Full-Time
360,Ananya Nair,5,Cybersecurity Analyst,2021-04-25,Senior,Bengaluru,Full-Time
361,Radhika Pawar,4,Content Strategist,2023-02-09,Mid,Remote,Full-Time
362,Aman Rao,5,Software Engineer,2025-10-24,Junior,Mumbai,Full-Time
363,Bhavna Jadhav,9,Market Research Associate,2025-04-08,Junior,Bengaluru,Contract
364,Nikhil Deshmukh,2,Instructional Designer,2024-04-12,Mid,Bengaluru,Full-Time
365,Rutuja Kapoor,7,Business Development Executive,2022-11-06,Mid,Remote,Contract
366,Dev Gupta,5,Cybersecurity Analyst,2018-01-19,Senior,Mumbai,Contract
367,Kabir Joshi,2,Instructional Designer,2024-01-09,Mid,Mumbai,Full-Time
368,Sneha Shah,7,Account Manager,2023-06-28,Mid,Nagpur,Contract
369,Shreya Kulkarni,2,Learning Program Manager,2021-12-12,Senior,Delhi NCR,Contract
370,Anjali Deshmukh,6,Quality Analyst,2025-07-15,Junior,Mumbai,Full-Time
371,Mohit Kapoor,5,IT Support Specialist,2019-08-03,Senior,Nagpur,Full-Time
372,Tanvi Jadhav,3,Accounts Analyst,2025-02-16,Junior,Bengaluru,Full-Time
373,Neha Kapoor,4,Content Strategist,2020-02-06,Senior,Chennai,Full-Time
374,Riya Bhosale,5,Cybersecurity Analyst,2020-03-10,Lead,Remote,Full-Time
375,Neha Pawar,7,Business Development Executive,2022-08-30,Mid,Mumbai,Contract
376,Isha Deshmukh,1,HR Coordinator,2020-06-22,Senior,Delhi NCR,Full-Time
377,Anushka Pawar,8,Customer Support Executive,2024-05-05,Mid,Mumbai,Full-Time
378,Siddharth Patil,8,Team Lead - Support,2022-02-11,Mid,Hyderabad,Full-Time
379,Janhavi Sethi,2,L&D Coordinator,2025-05-01,Mid,Remote,Full-Time
380,Anjali Gokhale,4,Content Strategist,2018-12-23,Senior,Hyderabad,Contract
381,Naina Kulkarni,7,Business Development Executive,2025-12-21,Junior,Hyderabad,Full-Time
382,Isha Kapoor,8,Customer Success Associate,2024-05-24,Mid,Chennai,Full-Time
383,Priya Mane,4,Marketing Manager,2020-12-31,Lead,Mumbai,Full-Time
384,Isha Sethi,10,Senior Data Analyst,2022-08-13,Senior,Bengaluru,Full-Time
385,Gaurav Gokhale,3,Finance Executive,2025-12-23,Junior,Remote,Full-Time
386,Kunal Jain,6,Quality Analyst,2021-01-05,Senior,Mumbai,Full-Time
387,Komal Jain,6,Operations Manager,2021-02-13,Senior,Chennai,Contract
388,Nikhil Yadav,1,People Operations Specialist,2026-03-21,Junior,Mumbai,Contract
389,Pranav Gupta,5,Cloud Engineer,2022-10-26,Senior,Delhi NCR,Full-Time
390,Pranav Saxena,6,Operations Manager,2019-06-19,Senior,Pune,Full-Time
391,Bhavna Jain,1,HR Business Partner,2023-02-26,Junior,Pune,Full-Time
392,Tanvi Rao,3,Accounts Analyst,2025-09-21,Mid,Delhi NCR,Full-Time
393,Varun Mane,7,Business Development Executive,2020-10-22,Mid,Pune,Full-Time
394,Diya Iyer,7,Sales Executive,2026-02-21,Junior,Mumbai,Full-Time
395,Diya Bhosale,3,Finance Executive,2018-11-16,Mid,Pune,Full-Time
396,Naina Naik,7,Regional Sales Manager,2019-05-09,Lead,Bengaluru,Full-Time
397,Aniket Nair,1,People Operations Specialist,2022-04-19,Junior,Chennai,Full-Time
398,Tanvi More,2,L&D Specialist,2026-06-12,Mid,Mumbai,Contract
399,Neha Verma,6,Process Executive,2024-11-04,Junior,Bengaluru,Full-Time
400,Ananya Mane,6,Quality Analyst,2022-12-18,Senior,Bengaluru,Full-Time
401,Naina Shah,6,Process Executive,2022-04-22,Mid,Hyderabad,Full-Time
402,Sameer Thakur,7,Regional Sales Manager,2020-10-13,Senior,Delhi NCR,Full-Time
403,Dev Bhosale,9,Market Research Associate,2025-05-20,Mid,Nagpur,Full-Time
404,Anjali Deshmukh,7,Account Manager,2020-09-07,Senior,Mumbai,Contract
405,Kabir Singh,9,Senior Research Analyst,2018-02-19,Lead,Nagpur,Contract
406,Siddharth Pawar,5,Software Engineer,2024-02-16,Mid,Pune,Contract
407,Akash Saxena,1,HR Business Partner,2020-12-09,Mid,Delhi NCR,Contract
408,Ananya Yadav,8,Customer Success Associate,2022-10-01,Mid,Delhi NCR,Full-Time
409,Avni Chavan,4,Brand Analyst,2023-09-26,Senior,Nagpur,Contract
410,Aman Rao,7,Account Manager,2025-04-15,Junior,Hyderabad,Full-Time
411,Shreya Kapoor,3,Financial Analyst,2022-11-15,Junior,Delhi NCR,Full-Time
412,Aarav Kulkarni,2,Instructional Designer,2025-12-09,Junior,Chennai,Contract
413,Komal Singh,6,Quality Analyst,2026-01-31,Junior,Mumbai,Full-Time
414,Aman Gupta,4,Marketing Analyst,2022-10-25,Mid,Remote,Full-Time
415,Rohan Kulkarni,6,Operations Manager,2018-08-16,Senior,Bengaluru,Full-Time
416,Anjali Deshmukh,8,Customer Support Executive,2024-06-08,Mid,Pune,Full-Time
417,Avni Kulkarni,3,Financial Analyst,2023-04-17,Mid,Nagpur,Full-Time
418,Kabir Gupta,4,Content Strategist,2022-09-01,Senior,Chennai,Full-Time
419,Radhika Patil,6,Operations Manager,2018-08-04,Mid,Mumbai,Full-Time
420,Riya Jain,9,Research Coordinator,2021-06-26,Senior,Chennai,Full-Time
421,Gaurav Jain,4,Brand Analyst,2021-05-29,Senior,Remote,Full-Time
422,Gaurav Singh,7,Sales Executive,2024-02-17,Mid,Nagpur,Full-Time
423,Yash Mane,3,Financial Analyst,2021-11-19,Mid,Chennai,Full-Time
424,Mihir Rao,8,Support Analyst,2022-03-22,Senior,Hyderabad,Contract
425,Akash Singh,10,Reporting Analyst,2022-09-16,Mid,Mumbai,Full-Time
426,Komal Jain,10,Data Analyst,2023-10-30,Mid,Mumbai,Contract
427,Rohan Patil,2,Instructional Designer,2022-06-04,Junior,Bengaluru,Full-Time
428,Meera Naik,4,Marketing Manager,2021-07-14,Senior,Chennai,Full-Time
429,Deepa Singh,5,Software Engineer,2020-08-14,Mid,Bengaluru,Full-Time
430,Anjali Chavan,2,Training Analyst,2023-03-24,Mid,Hyderabad,Full-Time
431,Ananya Kulkarni,4,Marketing Manager,2020-12-21,Lead,Delhi NCR,Contract
432,Zoya Deshmukh,1,People Operations Specialist,2021-09-04,Junior,Nagpur,Contract
433,Chetan Sharma,1,HR Business Partner,2021-05-09,Senior,Remote,Contract
434,Aniket Saxena,8,Customer Success Associate,2020-10-20,Mid,Mumbai,Full-Time
435,Meera Verma,1,HR Executive,2020-06-29,Mid,Delhi NCR,Full-Time
436,Tanvi Jain,1,HR Analyst,2018-09-22,Mid,Mumbai,Full-Time
437,Rohan Iyer,2,Instructional Designer,2023-03-04,Junior,Remote,Full-Time
438,Dev Jadhav,5,Systems Analyst,2022-10-14,Mid,Delhi NCR,Full-Time
439,Shreya Kapoor,5,Systems Analyst,2019-09-01,Mid,Delhi NCR,Full-Time
440,Ananya Gupta,5,Cloud Engineer,2024-03-05,Mid,Bengaluru,Full-Time
441,Rahul Saxena,3,Financial Analyst,2023-11-24,Mid,Nagpur,Full-Time
442,Rohan Bhosale,5,IT Support Specialist,2023-06-09,Mid,Nagpur,Full-Time
443,Aditi Mane,2,Training Analyst,2021-07-30,Mid,Pune,Full-Time
444,Bhavna Nair,6,Process Executive,2024-07-20,Mid,Hyderabad,Full-Time
445,Diya Mishra,6,Operations Manager,2026-04-07,Junior,Chennai,Full-Time
446,Rutuja Naik,2,Training Analyst,2024-08-23,Junior,Pune,Full-Time
447,Deepa Bajaj,10,Analytics Consultant,2024-04-27,Junior,Delhi NCR,Full-Time
448,Sameer Deshmukh,5,Software Engineer,2019-01-05,Mid,Remote,Full-Time
449,Arjun Shah,4,Digital Marketing Executive,2024-11-20,Junior,Chennai,Full-Time
450,Avni Gokhale,1,HR Executive,2024-07-30,Junior,Chennai,Full-Time
451,Aniket Shah,5,IT Support Specialist,2025-06-05,Junior,Chennai,Full-Time
452,Sneha Pawar,10,Reporting Analyst,2026-03-19,Mid,Bengaluru,Contract
453,Diya More,7,Business Development Executive,2024-11-18,Mid,Nagpur,Full-Time
454,Mihir Sharma,7,Account Manager,2021-04-21,Mid,Pune,Full-Time
455,Rohan Nair,6,Operations Manager,2024-11-09,Junior,Bengaluru,Full-Time
456,Kabir Kulkarni,8,Customer Experience Analyst,2020-09-01,Senior,Mumbai,Full-Time
457,Yash Mehta,5,IT Support Specialist,2020-12-22,Mid,Delhi NCR,Full-Time
458,Mihir Iyer,7,Sales Analyst,2018-07-17,Senior,Nagpur,Full-Time
459,Aniket Bajaj,9,Insights Analyst,2021-12-09,Mid,Hyderabad,Full-Time
460,Kabir Gupta,5,IT Support Specialist,2018-05-17,Senior,Mumbai,Full-Time
461,Aman Chavan,2,L&D Coordinator,2022-03-18,Mid,Chennai,Contract
462,Naina Yadav,10,BI Analyst,2023-06-01,Mid,Nagpur,Full-Time
463,Deepa Iyer,1,People Operations Specialist,2021-09-18,Mid,Delhi NCR,Full-Time
464,Riya Bajaj,3,Finance Executive,2018-07-23,Senior,Bengaluru,Full-Time
465,Varun Yadav,5,Cloud Engineer,2022-10-18,Junior,Hyderabad,Full-Time
466,Ananya Pawar,1,People Operations Specialist,2019-12-01,Senior,Delhi NCR,Full-Time
467,Tanvi Chavan,5,Cloud Engineer,2025-05-31,Junior,Bengaluru,Full-Time
468,Aditya Gupta,9,Insights Analyst,2022-02-22,Mid,Remote,Full-Time
469,Avni Gokhale,3,Senior Financial Analyst,2021-01-05,Senior,Mumbai,Full-Time
470,Siddharth Mishra,7,Business Development Executive,2024-01-27,Mid,Pune,Full-Time
471,Vedant Sethi,8,Team Lead - Support,2022-09-11,Senior,Hyderabad,Full-Time
472,Zoya Patil,4,Marketing Manager,2022-06-06,Senior,Bengaluru,Full-Time
473,Bhavna Joshi,10,BI Analyst,2023-01-14,Mid,Bengaluru,Full-Time
474,Sneha Singh,5,IT Support Specialist,2025-08-30,Junior,Chennai,Full-Time
475,Kabir Sethi,1,People Operations Specialist,2024-03-28,Mid,Remote,Full-Time
476,Mohit Nair,8,Team Lead - Support,2024-12-27,Junior,Bengaluru,Full-Time
477,Aniket Jadhav,6,Operations Analyst,2024-07-14,Mid,Mumbai,Full-Time
478,Harsh Khan,9,Senior Research Analyst,2021-11-09,Senior,Remote,Contract
479,Meera Singh,6,Operations Manager,2018-06-03,Mid,Pune,Full-Time
480,Akash Thakur,9,Insights Analyst,2021-09-19,Mid,Delhi NCR,Full-Time
481,Pranav Sethi,1,HR Coordinator,2021-05-26,Senior,Mumbai,Full-Time
482,Kabir Gupta,2,Instructional Designer,2026-05-05,Junior,Mumbai,Full-Time
483,Siddharth Bhosale,5,IT Support Specialist,2022-07-26,Mid,Pune,Contract
484,Priya Khan,8,Support Analyst,2018-09-26,Senior,Pune,Full-Time
485,Gaurav Patil,3,Senior Financial Analyst,2020-04-02,Lead,Remote,Full-Time
486,Komal Bajaj,10,Analytics Consultant,2025-11-26,Junior,Nagpur,Full-Time
487,Sameer Jain,7,Sales Analyst,2020-09-17,Senior,Remote,Contract
488,Harsh Thakur,6,Operations Analyst,2021-11-11,Mid,Delhi NCR,Full-Time
489,Anushka Joshi,5,Cybersecurity Analyst,2019-10-30,Lead,Hyderabad,Full-Time
490,Priya Sharma,7,Regional Sales Manager,2021-01-07,Senior,Pune,Full-Time
491,Aarav Deshmukh,10,Reporting Analyst,2025-04-05,Junior,Delhi NCR,Full-Time
492,Nikhil Gupta,5,IT Support Specialist,2022-03-23,Senior,Remote,Full-Time
493,Aniket Sharma,7,Sales Analyst,2024-12-29,Junior,Delhi NCR,Full-Time
494,Isha Yadav,7,Sales Analyst,2023-05-28,Junior,Delhi NCR,Full-Time
495,Avni Bhosale,7,Business Development Executive,2025-04-22,Junior,Pune,Contract
496,Mihir Sharma,5,Cloud Engineer,2021-08-02,Mid,Delhi NCR,Full-Time
497,Aditya Mishra,9,Market Research Associate,2022-07-16,Mid,Chennai,Full-Time
498,Varun Verma,7,Sales Analyst,2025-02-27,Mid,Bengaluru,Contract
499,Rutuja Gupta,3,Senior Financial Analyst,2019-02-04,Senior,Bengaluru,Full-Time
500,Rutuja Sethi,7,Account Manager,2020-06-29,Senior,Nagpur,Full-Time
501,Anjali Pawar,5,Software Engineer,2024-07-26,Junior,Mumbai,Full-Time
502,Vedant Khan,9,Research Coordinator,2023-08-12,Junior,Nagpur,Full-Time
503,Deepa Shah,9,Insights Analyst,2019-09-10,Mid,Remote,Full-Time
504,Ananya Pawar,4,Content Strategist,2026-01-10,Junior,Bengaluru,Full-Time
505,Dev Gokhale,7,Sales Analyst,2018-01-20,Senior,Bengaluru,Full-Time
506,Naina Yadav,8,Team Lead - Support,2018-12-27,Mid,Nagpur,Full-Time
507,Rahul Joshi,10,Reporting Analyst,2022-04-20,Junior,Pune,Full-Time
508,Vedant Sharma,8,Customer Success Associate,2023-12-16,Mid,Hyderabad,Full-Time
509,Sakshi Rao,4,Content Strategist,2019-02-25,Senior,Mumbai,Full-Time
510,Radhika Kapoor,4,Marketing Manager,2021-04-06,Senior,Chennai,Full-Time
511,Pranav Verma,9,Research Coordinator,2019-07-03,Senior,Bengaluru,Full-Time
512,Arjun Joshi,1,HR Coordinator,2020-07-07,Senior,Pune,Contract
513,Tanvi Saxena,6,Quality Analyst,2019-05-20,Senior,Nagpur,Full-Time
514,Akash More,8,Customer Support Executive,2024-12-27,Junior,Pune,Full-Time
515,Anjali Chavan,7,Sales Analyst,2022-09-04,Mid,Remote,Full-Time
516,Janhavi Iyer,3,Financial Analyst,2025-09-09,Junior,Delhi NCR,Contract
517,Aniket Bhosale,6,Supply Chain Analyst,2019-07-16,Senior,Mumbai,Full-Time
518,Sameer Joshi,2,Instructional Designer,2019-03-12,Senior,Hyderabad,Full-Time
519,Riya Pawar,7,Business Development Executive,2021-04-24,Mid,Remote,Full-Time
520,Anjali Bajaj,3,Senior Financial Analyst,2018-02-22,Senior,Remote,Full-Time
521,Mihir Nair,10,Reporting Analyst,2023-09-27,Junior,Hyderabad,Full-Time
522,Akash Nair,10,Reporting Analyst,2021-04-27,Senior,Pune,Full-Time
523,Rutuja Nair,5,Software Engineer,2025-08-04,Junior,Pune,Full-Time
524,Karan Verma,9,Insights Analyst,2025-06-10,Junior,Delhi NCR,Full-Time
525,Meera Khan,5,Cloud Engineer,2021-11-04,Mid,Delhi NCR,Full-Time
526,Tanvi Mane,7,Business Development Executive,2023-05-13,Mid,Mumbai,Full-Time
527,Bhavna Nair,7,Regional Sales Manager,2018-08-29,Lead,Nagpur,Contract
528,Chetan Kapoor,5,Cloud Engineer,2024-05-19,Mid,Chennai,Contract
529,Mihir Mane,1,HR Analyst,2025-09-04,Mid,Remote,Full-Time
530,Aman Gupta,2,Training Analyst,2022-08-12,Mid,Pune,Contract
531,Diya More,8,Support Analyst,2024-06-19,Mid,Mumbai,Full-Time
532,Varun More,7,Regional Sales Manager,2020-10-15,Senior,Nagpur,Full-Time
533,Shreya Patil,8,Support Analyst,2024-04-05,Senior,Bengaluru,Contract
534,Aman Gokhale,9,Insights Analyst,2023-07-24,Senior,Chennai,Full-Time
535,Diya Chavan,4,Brand Analyst,2021-02-13,Mid,Nagpur,Full-Time
536,Neha Mehta,1,HR Business Partner,2022-12-25,Senior,Remote,Full-Time
537,Aditi Nair,2,Instructional Designer,2023-07-31,Mid,Nagpur,Full-Time
538,Sameer Kapoor,6,Supply Chain Analyst,2018-01-01,Lead,Delhi NCR,Contract
539,Karan Verma,6,Operations Analyst,2025-05-05,Junior,Hyderabad,Full-Time
540,Zoya More,4,Content Strategist,2024-12-13,Junior,Remote,Full-Time
541,Karan Verma,1,People Operations Specialist,2025-05-22,Junior,Chennai,Full-Time
542,Zoya Thakur,1,HR Coordinator,2019-11-04,Senior,Nagpur,Full-Time
543,Meera Joshi,3,Finance Executive,2020-03-13,Mid,Hyderabad,Full-Time
544,Sneha Bajaj,2,L&D Coordinator,2022-08-25,Junior,Remote,Full-Time
545,Pranav Sharma,7,Sales Executive,2023-08-28,Junior,Nagpur,Contract
546,Chetan Naik,5,Systems Analyst,2023-09-14,Mid,Bengaluru,Full-Time
547,Kabir Bhosale,5,Cloud Engineer,2024-09-25,Junior,Nagpur,Contract
548,Karan Rao,10,Analytics Consultant,2020-10-13,Senior,Bengaluru,Full-Time
549,Priya Rao,5,IT Support Specialist,2025-11-07,Mid,Hyderabad,Full-Time
550,Kavya Jadhav,3,Accounts Analyst,2026-01-05,Junior,Bengaluru,Contract
551,Anjali Gokhale,6,Quality Analyst,2025-02-21,Junior,Remote,Contract
552,Vedant Thakur,6,Quality Analyst,2025-06-25,Junior,Nagpur,Full-Time
553,Akash More,6,Quality Analyst,2018-04-14,Senior,Hyderabad,Full-Time
554,Vedant Gupta,8,Customer Experience Analyst,2019-10-22,Lead,Bengaluru,Full-Time
555,Rahul Patil,7,Sales Analyst,2021-04-23,Mid,Remote,Full-Time
556,Diya Thakur,6,Operations Manager,2025-07-29,Junior,Hyderabad,Contract
557,Varun Patil,8,Team Lead - Support,2025-10-22,Junior,Nagpur,Full-Time
558,Riya Patil,10,Data Analyst,2025-09-07,Junior,Delhi NCR,Full-Time
559,Sneha Naik,7,Regional Sales Manager,2022-12-20,Senior,Chennai,Contract
560,Mihir Joshi,6,Quality Analyst,2024-10-07,Junior,Remote,Full-Time
561,Chetan Thakur,10,Data Analyst,2018-11-02,Mid,Nagpur,Full-Time
562,Bhavna Mishra,5,IT Support Specialist,2024-03-29,Mid,Pune,Full-Time
563,Kabir Kapoor,5,Software Engineer,2019-09-27,Mid,Delhi NCR,Full-Time
564,Zoya Shah,8,Customer Success Associate,2024-03-03,Mid,Bengaluru,Contract
565,Rahul Chavan,1,HR Business Partner,2023-09-01,Mid,Mumbai,Full-Time
566,Karan Verma,3,Finance Executive,2020-05-23,Senior,Hyderabad,Contract
567,Tanvi Sharma,6,Quality Analyst,2024-04-18,Senior,Chennai,Full-Time
568,Shreya Deshmukh,3,Financial Analyst,2025-03-15,Junior,Chennai,Full-Time
569,Rahul Thakur,10,Analytics Consultant,2019-04-10,Senior,Pune,Contract
570,Priya Jain,8,Team Lead - Support,2022-03-16,Mid,Pune,Full-Time
571,Ananya Nair,9,Research Coordinator,2020-02-28,Senior,Pune,Full-Time
572,Vedant Iyer,3,Financial Analyst,2025-01-22,Mid,Hyderabad,Contract
573,Tanvi Bajaj,8,Customer Support Executive,2026-04-25,Mid,Bengaluru,Full-Time
574,Aman Patil,5,Systems Analyst,2021-09-20,Junior,Delhi NCR,Contract
575,Mohit Khan,1,HR Coordinator,2020-07-21,Lead,Remote,Full-Time
576,Anjali Chavan,5,IT Support Specialist,2018-03-11,Senior,Mumbai,Contract
577,Priya Nair,1,HR Business Partner,2018-10-25,Senior,Delhi NCR,Contract
578,Varun Sharma,1,HR Business Partner,2022-11-28,Mid,Bengaluru,Contract
579,Rahul Rao,3,Accounts Analyst,2026-05-17,Junior,Delhi NCR,Full-Time
580,Riya Singh,10,Reporting Analyst,2018-02-15,Senior,Pune,Full-Time
581,Ananya Rao,6,Process Executive,2022-06-03,Mid,Chennai,Full-Time
582,Avni Kulkarni,5,Systems Analyst,2025-03-30,Mid,Hyderabad,Contract
583,Varun Saxena,8,Customer Support Executive,2020-03-06,Mid,Remote,Contract
584,Aniket Joshi,1,HR Business Partner,2025-07-14,Junior,Chennai,Full-Time
585,Ishaan Kapoor,2,L&D Coordinator,2025-05-08,Junior,Hyderabad,Full-Time
586,Janhavi Naik,5,Systems Analyst,2021-09-06,Mid,Chennai,Full-Time
587,Gaurav Saxena,10,BI Analyst,2019-11-22,Mid,Nagpur,Full-Time
588,Karan Mane,9,Insights Analyst,2019-07-05,Senior,Remote,Full-Time
589,Aniket Kulkarni,4,Marketing Manager,2021-06-05,Senior,Mumbai,Full-Time
590,Deepa Gupta,9,Senior Research Analyst,2019-07-28,Lead,Mumbai,Full-Time
591,Sakshi Mishra,9,Insights Analyst,2023-09-09,Mid,Hyderabad,Full-Time
592,Rahul Pawar,6,Supply Chain Analyst,2024-02-05,Senior,Bengaluru,Full-Time
593,Ishaan Singh,5,Cloud Engineer,2024-08-12,Junior,Mumbai,Full-Time
594,Shreya More,5,IT Support Specialist,2018-02-13,Senior,Bengaluru,Full-Time
595,Varun Sethi,2,Training Analyst,2024-05-08,Senior,Remote,Full-Time
596,Harsh Verma,1,HR Analyst,2023-06-21,Mid,Pune,Full-Time
597,Nikhil Mane,6,Operations Analyst,2022-01-19,Mid,Pune,Full-Time
598,Isha Bajaj,2,Training Analyst,2023-11-06,Mid,Bengaluru,Full-Time
599,Aman Bhosale,7,Sales Analyst,2022-02-05,Mid,Nagpur,Full-Time
600,Kavya Pawar,6,Operations Manager,2021-12-16,Senior,Pune,Contract
601,Aman Bhosale,9,Research Coordinator,2022-12-07,Mid,Hyderabad,Full-Time
602,Anjali More,3,Accounts Analyst,2022-01-23,Mid,Nagpur,Full-Time
603,Pooja Joshi,7,Business Development Executive,2023-05-27,Mid,Nagpur,Full-Time
604,Bhavna Singh,3,Senior Financial Analyst,2019-06-08,Senior,Pune,Contract
605,Chetan Bhosale,2,Instructional Designer,2019-11-13,Senior,Pune,Full-Time
606,Pooja Sethi,10,Analytics Consultant,2020-06-06,Senior,Bengaluru,Full-Time
607,Sakshi Bajaj,8,Customer Success Associate,2024-09-27,Junior,Delhi NCR,Full-Time
608,Sameer Mishra,7,Sales Analyst,2021-11-04,Senior,Hyderabad,Full-Time
609,Radhika Sethi,5,Cloud Engineer,2019-03-21,Mid,Bengaluru,Contract
610,Sameer Patil,1,HR Coordinator,2023-05-04,Senior,Mumbai,Full-Time
611,Rahul Bajaj,5,Cybersecurity Analyst,2019-06-18,Lead,Pune,Full-Time
612,Yash Bhosale,6,Operations Manager,2022-02-26,Senior,Hyderabad,Full-Time
613,Rutuja Jadhav,8,Customer Support Executive,2022-04-11,Mid,Nagpur,Full-Time
614,Ananya Rao,3,Senior Financial Analyst,2020-08-10,Lead,Nagpur,Full-Time
615,Aarav Mishra,3,Financial Analyst,2025-12-14,Junior,Pune,Full-Time
616,Mohit Verma,7,Sales Executive,2025-09-18,Mid,Bengaluru,Full-Time
617,Rahul Iyer,7,Regional Sales Manager,2020-11-04,Senior,Chennai,Contract
618,Dev Iyer,4,Brand Analyst,2025-08-19,Junior,Bengaluru,Full-Time
619,Janhavi Mishra,6,Quality Analyst,2023-06-05,Mid,Nagpur,Full-Time
620,Diya Jain,9,Market Research Associate,2025-05-24,Junior,Mumbai,Full-Time
621,Shreya Naik,6,Supply Chain Analyst,2021-10-18,Senior,Pune,Full-Time
622,Ananya Bajaj,5,Systems Analyst,2025-02-17,Junior,Remote,Contract
623,Komal Mehta,5,Cybersecurity Analyst,2018-09-20,Senior,Pune,Full-Time
624,Radhika Rao,10,Data Analyst,2022-06-30,Mid,Bengaluru,Full-Time
625,Radhika Rao,5,Cybersecurity Analyst,2020-04-06,Lead,Hyderabad,Full-Time
626,Diya Kapoor,8,Customer Success Associate,2023-09-23,Mid,Pune,Full-Time
627,Ananya Gupta,3,Senior Financial Analyst,2018-01-02,Lead,Nagpur,Full-Time
628,Radhika Sharma,7,Sales Executive,2022-07-19,Mid,Mumbai,Contract
629,Kavya Verma,4,Brand Analyst,2024-04-09,Senior,Hyderabad,Contract
630,Rohan Sharma,10,Analytics Consultant,2023-02-06,Senior,Bengaluru,Full-Time
631,Ishaan Shah,6,Operations Analyst,2024-04-07,Junior,Delhi NCR,Contract
632,Neha Khan,8,Team Lead - Support,2024-06-12,Mid,Hyderabad,Full-Time
633,Sakshi Sethi,10,Data Analyst,2023-02-23,Mid,Remote,Full-Time
634,Diya More,3,Accounts Analyst,2022-04-17,Mid,Chennai,Full-Time
635,Yash Bajaj,10,Reporting Analyst,2023-10-17,Mid,Hyderabad,Full-Time
636,Karan Mehta,1,HR Analyst,2025-07-22,Junior,Remote,Full-Time
637,Rutuja More,4,Digital Marketing Executive,2024-06-07,Mid,Remote,Full-Time
638,Dev Deshmukh,3,Senior Financial Analyst,2020-09-18,Lead,Hyderabad,Full-Time
639,Aniket Nair,8,Customer Support Executive,2021-12-29,Mid,Remote,Contract
640,Pooja Verma,1,HR Coordinator,2024-01-27,Senior,Chennai,Full-Time
